Week Ending Date,Report Date,Date,Weighted Price,Weighted Price adjusted to 38% moisture,Sales,Moisture Content
04/14/2012,04/18/2012,03/24/2012,1.6333,1.5549,"9,924,835",34.87
04/14/2012,04/18/2012,03/17/2012,1.5857,1.5056,"11,921,822",34.70
04/07/2012,04/11/2012,03/10/2012,1.5865,1.5146,"11,239,556",35.06
04/07/2012,04/11/2012,03/17/2012,1.5857,1.5056,"11,921,822",34.70
04/07/2012,04/11/2012,03/24/2012,1.6333,1.5549,"9,924,835",34.87
04/07/2012,04/11/2012,03/31/2012,1.6713,1.5896,"9,952,335",34.81
04/07/2012,04/11/2012,04/07/2012,1.6215,1.5415,"9,454,812",34.78
03/31/2012,04/04/2012,03/31/2012,1.6727,1.5909,"9,446,921",34.81
03/31/2012,04/04/2012,03/24/2012,1.6333,1.5549,"9,924,835",34.87
03/31/2012,04/04/2012,03/17/2012,1.5857,1.5056,"11,921,822",34.70
03/31/2012,04/04/2012,03/10/2012,1.5865,1.5146,"11,239,556",35.06
03/31/2012,04/04/2012,03/03/2012,1.5837,1.5064,"10,751,088",34.82
